town_code,town_name,district_code,state_code
802462,Vadnagar (M),471,24
802463,Vijapur (M + OG),471,24
802463,Vijapur (M),471,24
802464,Mahesana (M + OG),471,24
802464,Mahesana (M),471,24
802465,Kadi (M + OG),471,24
802465,Kadi (M),471,24
802466,Khedbrahma (M),472,24
802467,Vadali (M),472,24
802468,Idar (M + OG),472,24
802468,Idar (M),472,24
802469,Himatnagar (M),472,24
802470,Prantij (M),472,24
802471,Talod (M),472,24
802472,Modasa (M),472,24
802473,Bayad (M),472,24
802474,Chhatral (INA),473,24
802475,Kalol (M + OG),473,24
802475,Kalol (M + OG),473,24
802475,Kalol (M),473,24
802476,Kalol (INA),473,24
802477,Mansa (M),473,24
802478,Pethapur (M),473,24
802479,Gandhinagar (NA + OG),473,24
802479,Gandhinagar (NA),473,24
802480,Dehgam (M),473,24
802481,Viramgam (M),474,24
802482,Sanand (M + OG),474,24
802482,Sanand (M),474,24
802483,Ahmadabad Cantonment (CB),474,24
802484,Ahmadabad (M Corp.) (Part),474,24
802484,Ahmadabad (M Corp. + OG) (Part),474,24
802484,Ahmadabad (M Corp.) (Part),474,24
802485,Bareja (M),474,24
802486,Dholka (M + OG),474,24
802486,Dholka (M),474,24
802487,Bavla (M + OG),474,24
802487,Bavla (M),474,24
802488,Barwala (M),474,24
802489,Dhandhuka (M),474,24
802490,Halvad (M),475,24
802491,Dhrangadhra (M),475,24
802492,Patdi (M),475,24
802493,Surendranagar Dudhrej (M),475,24
802494,Wadhwan (M),475,24
802495,Thangadh (M),475,24
802496,Chotila (M),475,24
802497,Limbdi (M),475,24
802498,Maliya (M),476,24
802499,Morvi (M + OG),476,24
802499,Morvi (M),476,24
802500,Wankaner (M),476,24
802501,Rajkot (M Corp. + OG),476,24
802501,Rajkot (M Corp.),476,24
802502,Lodhika (INA),476,24
802503,Jasdan (M),476,24
802504,Gondal (M),476,24
802505,Bhayavadar (M),476,24
802506,Upleta (M),476,24
802507,Dhoraji (M),476,24
802508,Jetpur Navagadh (M),476,24
802509,Okha (M),477,24
802510,Dwarka (M),477,24
802511,Salaya (M),477,24
802512,Khambhalia (M),477,24
802513,Sikka (M),477,24
802514,GSFC (Motikhavdi Sikka) (INA),477,24
802515,Reliance Complex (INA),477,24
802516,Jamnagar (M Corp. + OG),477,24
802516,Jamnagar (M Corp.),477,24
802517,Dhrol (M),477,24
802518,Kalavad (M),477,24
802519,Raval (M),477,24
802520,Bhanvad (M),477,24
802521,Jamjodhpur (M),477,24
802522,Porbandar (M + OG),478,24
802522,Porbandar (M),478,24
802523,Chhaya (M),478,24
802524,Ranavav (M),478,24
802525,Kutiyana (M),478,24
802526,Bantwa (M),479,24
802527,Manavadar (M),479,24
802528,Vanthali (M),479,24
802529,Junagadh (M Corp.),479,24
802530,Visavadar (M),479,24
802531,Keshod (M),479,24
802532,Mangrol (M + OG),479,24
802532,Mangrol (M),479,24
802533,Chorvad (M),479,24
802534,Talala (M),479,24
802535,Veraval (M + OG),479,24
802535,Veraval (M),479,24
802536,Sutrapada (M),479,24
802537,Kodinar (M),479,24
802538,Una (M),479,24
802539,Babra (M),480,24
802540,Lathi (M),480,24
802541,Damnagar (M),480,24
802542,Amreli (M + OG),480,24
802542,Amreli (M),480,24
802543,Bagasara (M),480,24
802544,Chalala (M),480,24
802545,Savarkundla (M),480,24
802546,Jafrabad (M),480,24
802547,Rajula (M),480,24
802548,Botad (M),481,24
802549,Vallabhipur (M),481,24
802550,Gadhada (M),481,24
802551,Bhavnagar (M Corp. + OG),481,24
802551,Bhavnagar (M Corp.),481,24
802552,Sihor (M),481,24
802553,Gariadhar (M),481,24
802554,Palitana (M),481,24
802555,Talaja (M),481,24
802556,Alang-Sosiya (INA),481,24
802557,Mahuva (M + OG),481,24
802557,Mahuva (M),481,24
802558,Sojitra (M),482,24
802559,Umreth (M),482,24
802560,Boriavi (M),482,24
802561,Ode (M),482,24
802562,Anand (M + OG),482,24
802562,Anand (M),482,24
802563,Vallabh Vidyanagar (M),482,24
802564,Karamsad (M),482,24
802565,Vithal Udyognagar (INA),482,24
802566,Petlad (M),482,24
802567,Khambhat (M + OG),482,24
802567,Khambhat (M),482,24
802568,Borsad (M),482,24
802569,Vasna Borsad (INA),482,24
802570,Anklav (M),482,24
802571,Kapadvanj (M),483,24
802572,Balasinor (M),483,24
802573,Kathlal (M),483,24
802574,Mehmedabad (M),483,24
802575,Kheda (M),483,24
802576,Nadiad (M + OG),483,24
802576,Nadiad (M),483,24
802577,Chaklasi (M),483,24
802578,Kanjari (M),483,24
802579,Mahudha (M),483,24
802580,Thasra (M),483,24
802581,Dakor (M + OG),483,24
802581,Dakor (M),483,24
802582,Santrampur (M),484,24
802583,Lunawada (M),484,24
802584,Shehera (M),484,24
802585,Godhra (M),484,24
802586,Kalol (M + OG),484,24
802586,Kalol (M),484,24
802587,Kalol (INA),484,24
802588,Halol (M + OG),484,24
802588,Halol (M),484,24
802589,Jhalod (M),485,24
802590,Dohad (M + OG),485,24
802590,Dohad (M),485,24
802591,Devgadbaria (M),485,24
802592,Savli (M),486,24
802593,Nandesari (INA),486,24
802594,Petro-Chemical Complex (INA),486,24
802595,GSFC Complex (INA),486,24
802596,Vadodara (M Corp. + OG),486,24
802596,Vadodara (M Corp.),486,24
802597,Por-Ramangamdi (INA),486,24
802598,Vaghodia (INA),486,24
802599,Chhota Udaipur (M),486,24
802600,Dabhoi (M),486,24
802601,Padra (M + OG),486,24
802601,Padra (M),486,24
802602,Karjan (M),486,24
802603,Rajpipla (M),487,24
802604,Jambusar (M),488,24
802605,Amod (M),488,24
802606,Bharuch (INA),488,24
802607,Bharuch (M),488,24
802608,Anklesvar (M + OG),488,24
802608,Anklesvar (M),488,24
802609,Anklesvar (INA),488,24
802610,Panoli (INA),488,24
802611,Valia - Jhagadia (GNFC Scooter Project Area) (INA),488,24
802612,Valia (Naldhari) (INA),488,24
802613,Saputara (NA),489,24
802614,Navsari (M + OG),490,24
802614,Navsari (M),490,24
802615,Vijalpor (M),490,24
802616,Gandevi (M),490,24
802617,Bilimora (M),490,24
802618,Valsad (M + OG),491,24
802618,Valsad (M),491,24
802619,Valsad (INA),491,24
802620,Dharampur (M),491,24
802621,Pardi (M),491,24
802622,Vapi (M),491,24
802623,Vapi (INA),491,24
802624,Sarigam (INA),491,24
802625,Umbergaon (M),491,24
802626,Umbergaon (INA),491,24
802627,Tarsadi (M),492,24
802628,Mandvi (M),492,24
802629,Surat (M Corp.) (Part),492,24
802629,Surat (M Corp. + OG) (Part),492,24
802629,Surat (M Corp.) (Part),492,24
802630,Hajira (INA),492,24
802631,Magdalla (INA),492,24
802632,Sachin (INA),492,24
802633,Kansad (M),492,24
802634,Bardoli (M),492,24
802635,Songadh (M),493,24
802636,Vyara (M),493,24
802637,Diu (M CI),494,25
802638,Daman (M CI),495,25
802639,Silvassa (M CI),496,26
802640,Talode (M Cl),497,27
802641,Shahade (M Cl),497,27
802642,Nandurbar (M Cl),497,27
802643,Nawapur (M Cl),497,27
802644,Shirpur-Warwade (M Cl) ,498,27
802645,Dondaicha-Warwade(M Cl) ,498,27
802646,Dhule (M Corp.) ,498,27
802647,Chopda (M Cl) ,499,27
802648,Yawal (M Cl) ,499,27
802649,Faizpur (M Cl),499,27
802650,Savda (M Cl) ,499,27
802651,Raver (M Cl) ,499,27
802652,Bhusawal (M Cl) ,499,27
802653,Jalgaon (M Corp.),499,27
802654,Erandol (M Cl),499,27
802655,Dharangaon (M Cl) ,499,27
802656,Amalner (M Cl) ,499,27
802657,Parola (M Cl),499,27
802658,Bhadgaon (M Cl),499,27
802659,Chalisgaon(M Cl),499,27
802660,Pachora (M Cl) ,499,27
802661,Jamner (M Cl) ,499,27
802662,Jalgaon (Jamod) (M Cl),500,27
802663,Shegaon (M Cl),500,27
802664,Nandura (M Cl + OG),500,27
802664,Nandura (M Cl),500,27
802665,Malkapur (M Cl),500,27
802666,Khamgaon (M Cl),500,27
802667,Mehkar (M Cl),500,27
802668,Chikhli (M Cl),500,27
802669,Buldana (M Cl),500,27
802670,Deulgaon Raja (M Cl),500,27
802671,Sindkhed Raja (M Cl),500,27
802672,Lonar (M Cl),500,27
802673,Telhara (M Cl),501,27
802674,Akot (M Cl),501,27
802675,Balapur (M Cl),501,27
802676,Akola (M Corp.),501,27
802677,Murtijapur (M Cl),501,27
802678,Patur (M Cl),501,27
802679,Mangrulpir (M Cl),502,27
802680,Karanja (M Cl),502,27
802681,Washim (M Cl),502,27
802682,Risod (M Cl),502,27
802683,Chikhaldara (M Cl) ,503,27
802684,Anjangaon (M Cl),503,27
802685,Achalpur (M Cl),503,27
802686,Chandurbazar (M Cl),503,27
802687,Morshi (M Cl),503,27
802688,Warud (M Cl),503,27
802689,Shendurjana (M Cl),503,27
802690,Amravati (M Corp.),503,27
802691,Daryapur Banosa (M Cl) ,503,27
802692,Chandur Railway (M Cl),503,27
802693,Dattapur Dhamangaon (M Cl),503,27
802694,Arvi (M Cl),504,27
802695,Sindi (M Cl),504,27
802696,Wardha (M Cl),504,27
802697,Pulgaon (M Cl),504,27
802698,Deoli (M Cl),504,27
802699,Hinganghat (M Cl),504,27
802700,Mowad (M Cl),505,27
802701,Narkhed (M Cl),505,27
802702,Katol (M Cl),505,27
802703,Kalameshwar (M Cl) ,505,27
802704,Mohpa (M Cl),505,27
802705,Savner (M Cl),505,27
802706,Khapa (M Cl),505,27
802707,Ramtek (M Cl),505,27
802708,Kamptee (M Cl),505,27
802709,Kamptee (CB),505,27
802710,Nagpur (M Corp.),505,27
802711,Umred (M Cl),505,27
802712,Tumsar (M Cl),506,27
802713,Bhandara (M Cl),506,27
802714,Pauni (M Cl),506,27
802715,Tirora (M Cl),507,27
802716,Gondiya (M Cl),507,27
802717,Desaiganj (M Cl),508,27
802718,Gadchiroli (M Cl),508,27
802719,Warora (M Cl),509,27
802720,Brahmapuri (M Cl),509,27
802721,Bhadravati (M Cl),509,27
802722,Chandrapur (M Cl),509,27
802723,Mul (M Cl),509,27
802724,Ballarpur (M Cl),509,27
802725,Rajura (M Cl),509,27
802726,Ner (M Cl),510,27
802727,Yavatmal (M Cl),510,27
802728,Darwha (M Cl),510,27
802729,Digras (M Cl),510,27
802730,Pusad (M Cl),510,27
802731,Umarkhed (M Cl),510,27
802732,Ghatanji (M Cl),510,27
802733,Pandharkaoda (M Cl),510,27
802734,Wani (M Cl),510,27
802735,Kinwat (M Cl),511,27
802736,Hadgaon (M Cl),511,27
802737,Nanded Waghala (M Corp.),511,27
802738,Mudkhed (M Cl),511,27
802739,Bhokar (M Cl),511,27
802740,Peth Umri (M Cl),511,27
802741,Dharmabad (M Cl),511,27
802742,Kundalwadi (M Cl),511,27
802743,Biloli (M Cl),511,27
802744,Loha (M Cl),511,27
802745,Kandhar (M Cl),511,27
802746,Mukhed (M Cl),511,27
802747,Deglur (M Cl),511,27
802748,Hingoli (M Cl),512,27
802749,Kalamnuri (M Cl),512,27
802750,Basmath (M Cl),512,27
802751,Sailu (M Cl),513,27
802752,Jintur (M Cl),513,27
802753,Parbhani (M Cl),513,27
802754,Manwath (M Cl),513,27
802755,Pathri (M Cl),513,27
802756,Sonpeth (M Cl),513,27
802757,Gangakhed (M Cl),513,27
802758,Purna (M Cl),513,27
802759,Bhokardan (M Cl),514,27
802760,Jalna (M Cl),514,27
802761,Ambad (M Cl),514,27
802762,Partur (M Cl),514,27
802763,Kannad (M Cl),515,27
802764,Sillod (M Cl),515,27
802765,Aurangabad (M Corp.),515,27
802766,Aurangabad (CB),515,27
802767,Khuldabad (M Cl),515,27
802768,Vaijapur (M Cl),515,27
802769,Gangapur (M Cl),515,27
802770,Paithan (M Cl),515,27
802771,Satana (M Cl),516,27
802772,Malegaon (M Corp. + OG),516,27
802772,Malegaon (M Corp.),516,27
802773,Nandgaon (M Cl),516,27
802774,Manmad (M Cl),516,27
802775,Trimbak (M Cl),516,27
802776,Nashik (M Corp.),516,27
802777,Deolali (CB),516,27
802778,Bhagur (M Cl),516,27
802779,Igatpuri (M Cl),516,27
802780,Sinnar (M Cl),516,27
802781,Yevla (M Cl),516,27
802782,Dahanu (M Cl),517,27
802783,Jawhar (M Cl),517,27
802784,Palghar (M Cl),517,27
802785,Vasai-Virar City (M Corp),517,27
802786,Mira-Bhayandar (M Corp.),517,27
802787,Thane (M Corp.),517,27
802788,Navi Mumbai (M Corp.),517,27
802789,Bhiwandi Nizampur (M Corp.),517,27
802790,Kalyan-Dombivli (M Corp.),517,27
802791,Ulhasnagar (M Corp.),517,27
802792,Badlapur (M Cl),517,27
802793,Ambarnath(M Cl),517,27
802794,Greater Mumbai (M Corp.) (Part),518,27
802794,Greater Mumbai (M Corp.) (Part),519,27
802795,Uran (M Cl),520,27
802796,Panvel (M Cl),520,27
802797,Matheran (M Cl),520,27
802798,Karjat (M Cl),520,27
802799,Khopoli (M Cl),520,27
802800,Pen (M Cl),520,27
802801,Alibag (M Cl),520,27
802802,Murud Janjira (M Cl),520,27
802803,Roha Ashtami (M Cl),520,27
802804,Shrivardhan (M Cl),520,27
802805,Mahad (M Cl),520,27
802806,Junnar (M Cl),521,27
802807,Shirur (M Cl),521,27
802808,Alandi (M Cl),521,27
802809,Talegaon Dabhade (M Cl),521,27
802810,Lonavala (M Cl),521,27
802811,Pimpri Chinchwad (M Corp.),521,27
802812,Dehu Road (CB),521,27
802813,Pune (CB),521,27
802814,Pune (M Corp.),521,27
802815,Kirkee (CB),521,27
802816,Daund (M Cl),521,27
802817,Sasvad (M Cl),521,27
802818,Jejuri (M Cl),521,27
802819,Bhor (M Cl),521,27
802820,Baramati (M Cl),521,27
802821,Indapur (M Cl),521,27
802822,Sangamner (M Cl),522,27
802823,Kopargaon (M Cl),522,27
802824,Shirdi (NP),522,27
802825,Rahta Pimplas (M Cl),522,27
802826,Shrirampur (M Cl),522,27
802827,Pathardi (M Cl),522,27
802828,Ahmadnagar (M Corp.),522,27
802829,Ahmadnagar (CB),522,27
802830,Rahuri (M Cl),522,27
802831,Deolali Pravara (M Cl),522,27
802832,Shrigonda (M Cl),522,27
802833,Georai (M Cl),523,27
802834,Manjlegaon (M Cl),523,27
802835,Bid (M Cl),523,27
802836,Kaij (NP),523,27
802837,Dharur (M Cl),523,27
802838,Parli (M Cl),523,27
802839,Ambejogai (M Cl),523,27
802840,Latur (M Cl),524,27
802841,Ahmadpur (M Cl),524,27
802842,Ausa (M Cl),524,27
802843,Nilanga (M Cl),524,27
802844,Udgir (M Cl),524,27
802845,Paranda (M Cl),525,27
802846,Bhum (M Cl) ,525,27
802847,Kalamb (M Cl),525,27
802848,Osmanabad (M Cl),525,27
802849,Tuljapur (M Cl),525,27
802850,Naldurg (M Cl),525,27
802851,Murum (M Cl),525,27
802852,Umarga (M Cl),525,27
802853,Karmala (M Cl),526,27
802854,Kurduvadi (M Cl),526,27
802855,Barshi (M Cl),526,27
802856,Solapur (M Corp.) ,526,27
802857,Pandharpur (M Cl),526,27
802858,Sangole (M Cl),526,27
802859,Mangalvedhe (M Cl),526,27
802860,Akkalkot (M Cl),526,27
802861,Maindargi (M Cl),526,27
802862,Dudhani (M Cl),526,27
802863,Mahabaleshwar (M Cl),527,27
802864,Panchgani (M Cl),527,27
802865,Wai (M Cl),527,27
802866,Phaltan (M Cl),527,27
802867,Mhaswad (M Cl),527,27
802868,Rahimatpur (M Cl),527,27
802869,Satara (M Cl),527,27
802870,Karad (M Cl),527,27
802871,Malkapur (NP),527,27
802872,Dapoli Camp (NP) ,528,27
802873,Khed (M Cl),528,27
802874,Chiplun (M Cl),528,27
802875,Ratnagiri (M Cl),528,27
802876,Rajapur (M Cl),528,27
802877,Kankavli (NP),529,27
802878,Malwan (M Cl),529,27
802879,Vengurla (M Cl),529,27
802880,Sawantwadi (M Cl),529,27
802881,Malkapur (M Cl),530,27
802882,Panhala (M Cl),530,27
802883,Vadgaon Kasba (M Cl),530,27
802884,Ichalkaranji (M Cl),530,27
802885,Jaysingpur (M Cl),530,27
802886,Kurundvad (M Cl),530,27
802887,Kolhapur (M Corp.),530,27
802888,Kagal (M Cl),530,27
802889,Murgud (M Cl),530,27
802890,Gadhinglaj (M Cl),530,27
802891,Uran Islampur (M Cl),531,27
802892,Ashta (M Cl),531,27
802893,Vita (M Cl),531,27
802894,Tasgaon (M Cl),531,27
802895,Sangli Miraj Kupwad (M Corp.),531,27
802896,Adilabad (M),532,28
802897,Kagaznagar (M),532,28
802898,Bhainsa (M),532,28
802899,Nirmal (M),532,28
802900,Bellampalle (M) (Part),532,28
802900,Bellampalle (M) (Part),532,28
802901,Mandamarri (M),532,28
802902,Mancherial (M + OG),532,28
802902,Mancherial (M),532,28
802903,Armur (M + OG),533,28
802903,Armur (M),533,28
802904,Nizamabad (M Corp.),533,28
802905,Bodhan (M),533,28
802906,Kamareddy (M),533,28
802907,Ramagundam (M + OG) (Part),534,28
802907,Ramagundam (M),534,28
802907,Ramagundam (M + OG) (Part),534,28
802908,Jagtial (M + OG),534,28
802908,Jagtial (M),534,28
802909,Koratla (M),534,28
802910,Metpalle (M),534,28
802911,Karimnagar (M Corp. + OG) (Part),534,28
802911,Karimnagar (M Corp.),534,28
802912,Sircilla (M + OG),534,28
802912,Sircilla (M),534,28
802911,Karimnagar (M Corp. + OG) (Part),534,28
802913,Medak (M + OG),535,28
802913,Medak (M),535,28
802914,Siddipet (M + OG),535,28
802914,Siddipet (M),535,28
802915,Zahirabad (M + OG),535,28
802915,Zahirabad (M),535,28
802916,Sadasivpet (M + OG),535,28
802916,Sadasivpet (M),535,28
802917,Sangareddy (M + OG),535,28
802917,Sangareddy (M),535,28
802918,GHMC (M Corp.) (Part),535,28
802918,GHMC (M Corp. + OG) (Part),535,28
802918,GHMC (M Corp.) (Part),535,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),536,28
802919,Secunderabad (CB),536,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),536,28
802918,GHMC (M Corp.) (Part),537,28
802918,GHMC (M Corp.) (Part),537,28
802918,GHMC (M Corp. + OG) (Part),537,28
802918,GHMC (M Corp.) (Part),537,28
802918,GHMC (M Corp. + OG) (Part),537,28
802918,GHMC (M Corp. + OG) (Part),537,28
802918,GHMC (M Corp.) (Part),537,28
802918,GHMC (M Corp. + OG) (Part),537,28
802918,GHMC (M Corp.) (Part),537,28
802918,GHMC (M Corp. + OG) (Part),537,28
802918,GHMC (M Corp.) (Part),537,28
802918,GHMC (M Corp.) (Part),537,28
802918,GHMC (M Corp. + OG) (Part),537,28
802918,GHMC (M Corp.) (Part),537,28
802918,GHMC (M Corp. + OG) (Part),537,28
802918,GHMC (M Corp.) (Part),537,28
802918,GHMC (M Corp. + OG) (Part),537,28
802918,GHMC (M Corp.) (Part),537,28
802920,Vicarabad (M),537,28
802921,Tandur (M),537,28
802918,GHMC (M Corp. + OG) (Part),537,28
802922,Mahbubnagar (M + OG),538,28
802922,Mahbubnagar (M),538,28
802923,Narayanpet (NP),538,28
802924,Wanaparthy (M),538,28
802925,Gadwal (M + OG),538,28
802925,Gadwal (M),538,28
802926,Bhongir (M),539,28
802927,Suryapet (M + OG),539,28
802927,Suryapet (M),539,28
802928,Nalgonda (M + OG),539,28
802928,Nalgonda (M),539,28
802929,Miryalaguda (M + OG),539,28
802929,Miryalaguda (M),539,28
802930,Warangal (M.Corp. + OG) (Part),540,28
802930,Warangal (M.Corp. + OG) (Part),540,28
802930,Warangal (M.Corp. + OG) (Part),540,28
802930,Warangal (M Corp.) (Part),540,28
802930,Warangal (M Corp.) (Part),540,28
802930,Warangal (M Corp.) (Part),540,28
802931,Jangaon (M),540,28
802930,Warangal (M Corp.) (Part),540,28
802930,Warangal (M Corp.) (Part),540,28
802930,Warangal (M Corp.) (Part),540,28
802930,Warangal (M.Corp. + OG) (Part),540,28
802932,Manugur (M),541,28
802933,Palwancha (M),541,28
802934,Kothagudem (M),541,28
802935,Yellandu (M + OG),541,28
802935,Yellandu (M),541,28
802936,Sathupalle (NP),541,28
802937,Khammam (M + OG) (Part),541,28
802937,Khammam (M) (Part),541,28
802937,Khammam (M),541,28
802938,Palasa Kasibugga (M),542,28
802939,Ichchapuram (M),542,28
802940,Rajam (NP),542,28
802941,Amadalavalasa (M),542,28
802942,Srikakulam (M + OG) (Part),542,28
802942,Srikakulam (M),542,28
802942,Srikakulam (M + OG) (Part),542,28
802943,Parvathipuram (M),543,28
802944,Bobbili (M),543,28
802945,Salur (M),543,28
802946,Vizianagaram (M + OG),543,28
802946,Vizianagaram (M),543,28
802947,GVMC (Part),544,28
802947,GVMC (Part),544,28
802948,Bheemunipatnam (M + OG),544,28
802948,Bheemunipatnam (M),544,28
802947,GVMC (Part),544,28
802947,GVMC (Part),544,28
802947,GVMC (Part),544,28
802947,GVMC (Part),544,28
802947,GVMC (Part),544,28
802949,Anakapalle (M),544,28
802950,Tuni (M),545,28
802951,Peddapuram (M),545,28
802952,Rajahmundry (M Corp. + OG) (Part),545,28
802952,Rajahmundry (M Corp.),545,28
802952,Rajahmundry (M Corp. + OG) (Part),545,28
802953,Samalkot (M),545,28
802954,Pithapuram (M + OG),545,28
802954,Pithapuram (M),545,28
802955,Kakinada (M Corp. + OG) (Part),545,28
802955,Kakinada (M Corp. + OG) (Part),545,28
802955,Kakinada (M Corp.),545,28
802956,Mandapeta (M + OG),545,28
802956,Mandapeta (M),545,28
802957,Ramachandrapuram (M),545,28
802958,Amalapuram (M),545,28
802959,Kovvur (M),546,28
802960,Nidadavole (M),546,28
802961,Tadepalligudem (M + OG),546,28
802961,Tadepalligudem (M),546,28
802962,Eluru (M Corp. + OG),546,28
802962,Eluru (M Corp.),546,28
802963,Tanuku (M + OG),546,28
802963,Tanuku (M),546,28
802964,Bhimavaram (M + OG),546,28
802964,Bhimavaram (M),546,28
802965,Narasapur (M),546,28
802966,Palacole (M + OG),546,28
802966,Palacole (M),546,28
802967,Jaggaiahpet (M),547,28
802968,Nuzvid (M),547,28
802969,Vijayawada (M Corp.) (Part),547,28
802969,Vijayawada (M Corp. + OG) (Part),547,28
802969,Vijayawada (M Corp.) (Part),547,28
802970,Gudivada (M),547,28
802969,Vijayawada (M Corp. + OG) (Part),547,28
802971,Pedana (M),547,28
802972,Machilipatnam (M),547,28
802973,Macherla (M),548,28
802974,Piduguralla (NP),548,28
802975,Tadepalle (M + OG),548,28
802975,Tadepalle (M),548,28
802976,Mangalagiri (M + OG),548,28
802976,Mangalagiri (M),548,28
802977,Sattenapalle (M),548,28
802978,Vinukonda (M + OG),548,28
802978,Vinukonda (M),548,28
802979,Narasaraopet (M + OG),548,28
802979,Narasaraopet (M),548,28
802980,Chilakaluripet (M),548,28
802981,Guntur (M Corp. + OG),548,28
802981,Guntur (M Corp.),548,28
802982,Tenali (M),548,28
802983,Ponnur (M),548,28
802984,Bapatla (M),548,28
802985,Repalle (M),548,28
802986,Markapur (M),549,28
802987,Chirala (M + OG) (Part),549,28
802987,Chirala (M),549,28
802987,Chirala (M + OG) (Part),549,28
802988,Ongole (M + OG) (Part),549,28
802988,Ongole (M + OG) (Part),549,28
802988,Ongole (M),549,28
802989,Kandukur (M),549,28
802990,Kavali (M + OG),550,28
802990,Kavali (M),550,28
802991,Nellore (M Corp. + OG),550,28
802991,Nellore (M Corp.),550,28
802992,Gudur (M + OG) (Part),550,28
802993,Venkatagiri (M + OG),550,28
802993,Venkatagiri (M),550,28
802992,Gudur (M + OG) (Part),550,28
802994,Badvel (M) (Part),551,28
802994,Badvel (M) (Part),551,28
802995,Proddatur (M + OG),551,28
802995,Proddatur (M),551,28
802996,Jammalamadugu (NP),551,28
802997,Pulivendla (M),551,28
802998,Kadapa (M Corp. + OG) (Part),551,28
802998,Kadapa (M Corp.) (Part),551,28
802998,Kadapa (M Corp. + OG) (Part),551,28
802998,Kadapa (M Corp.) (Part),551,28
802999,Rayachoti (M),551,28
803000,Rajampet (NP + OG),551,28
803000,Rajampet (NP),551,28
803001,Yemmiganur (M),552,28
803002,Kurnool (M Corp. + OG) (Part),552,28
803002,Kurnool (M Corp. + OG) (Part),552,28
803002,Kurnool (M Corp.) (Part),552,28
803003,Adoni (M + OG),552,28
803003,Adoni (M),552,28
803004,Nandyal (M + OG),552,28
803004,Nandyal (M),552,28
803005,Dhone (NP),552,28
803006,Rayadurg (M),553,28
803007,Guntakal (M),553,28
803008,Tadpatri (M),553,28
803009,Anantapur (M Corp. + OG) (Part),553,28
803009,Anantapur (M Corp.),553,28
803009,Anantapur (M Corp. + OG) (Part),553,28
803010,Dharmavaram (M),553,28
803011,Kadiri (M),553,28
803012,Hindupur (M),553,28
803014,Tirupati (M Corp. + OG) (Part),554,28
803013,Srikalahasti (M),554,28
803014,Tirupati (M Corp. + OG) (Part),554,28
803014,Tirupati (M Corp.),554,28
803015,Madanapalle (M + OG),554,28
803015,Madanapalle (M),554,28
803016,Nagari (M),554,28
803017,Puttur (M),554,28
803018,Punganur (M),554,28
803020,Palamaner (M + OG) (Part),554,28
803019,Chittoor (M + OG),554,28
803019,Chittoor (M),554,28
803020,Palamaner (M + OG) (Part),554,28
803020,Palamaner (M),554,28
803021,Nipani  (CMC),555,29
803022,Sadalgi (TP),555,29
803023,Chikodi (TMC),555,29
803024,Athni (TMC + OG),555,29
803024,Athni (TMC),555,29
803025,Kudchi (TP),555,29
803026,Raybag (TP),555,29
803027,Mudalgi (TMC),555,29
803028,Konnur (TP),555,29
803029,Gokak Falls (NAC),555,29
803030,Gokak (CMC),555,29
803031,Sankeshwar (TMC),555,29
803032,Hukeri (TP),555,29
803033,Belgaum (M Corp. + OG),555,29
803033,Belgaum (M Corp.),555,29
803034,Belgaum Cantonment (CB),555,29
803035,Khanapur (TP),555,29
803036,Bail Hongal (TMC),555,29
803037,Saundatti-Yellamma (TMC),555,29
803038,Ramdurg (TMC + OG),555,29
803038,Ramdurg (TMC),555,29
803039,Mahalingpur (TMC),556,29
803040,Terdal (TMC),556,29
803041,Jamkhandi (CMC),556,29
803042,Rabkavi Banhatti (CMC),556,29
803043,Bilgi (TP),556,29
803044,Mudhol (TMC),556,29
803045,Kerur (TP),556,29
803046,Badami (TMC),556,29
803047,Guledgudda (TMC),556,29
803048,Bagalkot (CMC),556,29
803049,Hungund (TP),556,29
803050,Ilkal (CMC),556,29
803051,Bijapur (CMC),557,29
803052,Indi (TMC),557,29
803053,Sindgi (TMC),557,29
803054,Basavana Bagevadi (TMC),557,29
803055,Muddebihal (TMC),557,29
803056,Talikota (TMC),557,29
803057,Basavakalyan (CMC),558,29
803058,Bhalki (TMC),558,29
803059,Aurad (TP),558,29
803060,Bidar (CMC + OG),558,29
803060,Bidar (CMC),558,29
803061,Homnabad (TMC),558,29
803062,Chitgoppa (TMC),558,29
803063,Mudgal (TP),559,29
803064,Lingsugur (TMC),559,29
803065,Hatti Gold Mines(NAC),559,29
803066,Devadurga (TMC),559,29
803067,Raichur (CMC),559,29
803068,Manvi (TMC),559,29
803069,Sindhnur (CMC),559,29
803070,Yelbarga (TP),560,29
803071,Kushtagi (TMC),560,29
803072,Gangawati (CMC + OG),560,29
803072,Gangawati (CMC),560,29
803073,Koppal (CMC),560,29
803074,Nargund (TMC),561,29
803075,Ron (TMC),561,29
803076,Gajendragarh (TMC),561,29
